FlowId,SrcAddr,DestAddr,TxPackets,RxPackets,LostPackets,PacketLossRate(%),Throughput(bps),DelaySum(s)
7939,10.0.0.2,10.0.0.9,15,15,0,0,1.03902e+06,0.00276664
7940,10.0.0.9,10.0.0.2,8,8,0,0,68341.3,0.001336
7941,10.0.0.5,10.0.0.3,15,15,0,0,1.03644e+06,0.00288681
7942,10.0.0.3,10.0.0.5,8,8,0,0,68328.8,0.00133601
7943,10.0.0.10,10.0.0.15,15,15,0,0,1.03659e+06,0.0029627
7944,10.0.0.15,10.0.0.10,8,8,0,0,68341.3,0.001336
7945,10.0.0.15,10.0.0.6,15,15,0,0,1.03858e+06,0.0027997
7946,10.0.0.6,10.0.0.15,8,8,0,0,68341.3,0.001336
7947,10.0.0.13,10.0.0.11,15,15,0,0,1.03629e+06,0.00290229
7948,10.0.0.11,10.0.0.13,8,8,0,0,68341,0.00133607
7949,10.0.0.4,10.0.0.7,15,15,0,0,1.03677e+06,0.00287327
7950,10.0.0.7,10.0.0.4,8,8,0,0,68341.3,0.001336
7951,10.0.0.3,10.0.0.2,15,15,0,0,1.03725e+06,0.00294445
7952,10.0.0.2,10.0.0.3,8,8,0,0,68341.3,0.00133601
7953,10.0.0.1,10.0.0.7,15,15,0,0,1.03717e+06,0.00291633
7954,10.0.0.7,10.0.0.1,8,8,0,0,68341.3,0.001336
7955,10.0.0.2,10.0.0.6,14,14,0,0,947276,0.00801849
7956,10.0.0.6,10.0.0.2,7,7,0,0,67263.7,0.00116901
7957,10.0.0.8,10.0.0.5,15,15,0,0,1.03777e+06,0.00282257
7958,10.0.0.5,10.0.0.8,8,8,0,0,68328.8,0.00133601
7959,10.0.0.14,10.0.0.8,15,15,0,0,1.03726e+06,0.00289213
7960,10.0.0.8,10.0.0.14,8,8,0,0,68340.5,0.00133617
7961,10.0.0.14,10.0.0.4,15,15,0,0,1.03844e+06,0.00289639
7962,10.0.0.4,10.0.0.14,8,8,0,0,68340.5,0.00133617
7963,10.0.0.7,10.0.0.3,15,15,0,0,1.03821e+06,0.00284415
7964,10.0.0.3,10.0.0.7,8,8,0,0,68341.3,0.00133601
7965,10.0.0.12,10.0.0.5,15,15,0,0,1.03793e+06,0.00316054
7966,10.0.0.5,10.0.0.12,8,8,0,0,68819.5,0.00143511
7967,10.0.0.11,10.0.0.5,15,15,0,0,1.03708e+06,0.00286268
7968,10.0.0.5,10.0.0.11,8,8,0,0,68340.9,0.00133608
7969,10.0.0.4,10.0.0.13,15,15,0,0,1.03717e+06,0.00296264
